Best Fitness, Average Fitness, Worst Fitness
999.0, 993.495, 859.0
999.0, 995.245, 960.0
999.0, 993.88, 926.0
999.0, 993.475, 913.0
999.0, 993.115, 845.0
999.0, 995.27, 921.0
999.0, 994.5, 860.0
996.0, 991.975, 872.0
999.0, 992.64, 840.0
999.0, 994.335, 888.0
999.0, 994.63, 872.0
999.0, 994.83, 872.0
999.0, 994.585, 844.0
999.0, 996.1, 919.0
999.0, 995.27, 933.0
999.0, 993.56, 922.0
999.0, 992.51, 866.0
996.0, 991.84, 910.0
999.0, 994.8, 860.0
999.0, 995.575, 898.0
999.0, 995.07, 915.0
999.0, 991.665, 860.0
999.0, 992.51, 860.0
999.0, 995.76, 925.0
999.0, 994.13, 860.0
999.0, 992.72, 844.0
999.0, 990.615, 829.0
996.0, 990.235, 920.0
999.0, 990.21, 828.0
999.0, 993.215, 872.0
999.0, 990.395, 846.0
999.0, 993.495, 858.0
999.0, 986.0, 836.0
999.0, 988.65, 863.0
999.0, 991.61, 871.0
999.0, 993.46, 829.0
999.0, 995.325, 843.0
996.0, 989.23, 835.0
999.0, 992.985, 912.0
999.0, 994.085, 907.0
1000.0, 993.475, 861.0
1000.0, 989.65, 891.0
1000.0, 992.565, 892.0
1000.0, 992.605, 860.0
1000.0, 991.18, 836.0
1000.0, 990.96, 860.0
1000.0, 991.505, 819.0
996.0, 989.2, 797.0
1000.0, 987.005, 769.0
1000.0, 989.03, 827.0
1000.0, 992.17, 861.0
1000.0, 993.1, 837.0
1000.0, 994.545, 943.0
1000.0, 991.475, 799.0
1000.0, 992.495, 861.0
1000.0, 993.945, 836.0
1000.0, 994.1, 881.0
996.0, 989.815, 919.0
1000.0, 993.775, 873.0
1000.0, 992.61, 866.0
1000.0, 993.59, 863.0
1000.0, 989.815, 835.0
1000.0, 992.015, 782.0
1000.0, 989.775, 863.0
1000.0, 992.725, 768.0
1000.0, 988.735, 845.0
1000.0, 992.105, 843.0
996.0, 984.57, 796.0
1000.0, 995.555, 949.0
1000.0, 996.245, 861.0
1000.0, 994.69, 861.0
1000.0, 993.865, 845.0
1000.0, 992.8, 880.0
1000.0, 994.0, 902.0
1000.0, 993.78, 849.0
1000.0, 993.745, 833.0
1000.0, 994.585, 863.0
996.0, 990.94, 902.0
1000.0, 994.945, 887.0
1000.0, 995.295, 911.0
1000.0, 993.905, 861.0
1000.0, 988.965, 805.0
1000.0, 992.855, 845.0
1000.0, 994.94, 900.0
1000.0, 994.015, 859.0
1000.0, 996.405, 893.0
1000.0, 994.57, 859.0
996.0, 988.185, 841.0
1000.0, 993.365, 907.0
1000.0, 994.8, 805.0
1000.0, 993.985, 805.0
1000.0, 994.735, 829.0
1000.0, 994.425, 829.0
1000.0, 994.94, 896.0
1000.0, 993.705, 860.0
1000.0, 997.09, 863.0
1000.0, 991.505, 805.0
996.0, 990.63, 871.0
1000.0, 995.57, 898.0
1000.0, 995.52, 845.0
1000.0, 995.315, 845.0
1000.0, 995.46, 846.0
1000.0, 995.065, 845.0
1000.0, 996.2, 835.0
1000.0, 993.27, 829.0
1000.0, 993.93, 830.0
1000.0, 991.88, 859.0
997.0, 987.645, 871.0
1000.0, 993.26, 853.0
1000.0, 992.07, 853.0
1000.0, 991.345, 863.0
1000.0, 991.69, 855.0
1000.0, 992.345, 755.0
1000.0, 993.955, 882.0
1000.0, 995.495, 845.0
1000.0, 996.355, 902.0
1000.0, 995.18, 891.0
997.0, 991.39, 909.0
1000.0, 994.415, 782.0
1000.0, 991.87, 791.0
1000.0, 993.275, 861.0
1000.0, 997.3, 932.0
1000.0, 993.53, 853.0
1000.0, 994.585, 874.0
1000.0, 995.145, 917.0
1000.0, 995.815, 912.0
1000.0, 995.66, 882.0
997.0, 989.73, 826.0
1000.0, 992.515, 844.0
1000.0, 993.19, 837.0
1000.0, 993.805, 845.0
1000.0, 994.97, 914.0
1000.0, 994.29, 923.0
1000.0, 992.675, 858.0
1000.0, 995.24, 859.0
1000.0, 993.435, 853.0
1000.0, 993.855, 845.0
996.0, 987.985, 861.0
1000.0, 991.28, 859.0
1000.0, 992.83, 774.0
1000.0, 991.95, 855.0
1000.0, 995.455, 898.0
1000.0, 992.61, 811.0
1000.0, 993.0, 844.0
1000.0, 993.34, 834.0
1000.0, 995.295, 896.0
1000.0, 994.915, 903.0
996.0, 990.09, 897.0
1000.0, 993.94, 777.0
1000.0, 993.375, 845.0
1000.0, 991.825, 859.0
1000.0, 994.26, 859.0
1000.0, 994.75, 896.0
1000.0, 995.055, 909.0
1000.0, 993.91, 836.0
1000.0, 994.305, 909.0
1000.0, 995.705, 917.0
996.0, 990.535, 923.0
1000.0, 993.045, 845.0
1000.0, 991.835, 856.0
1000.0, 991.49, 845.0
1000.0, 992.4, 832.0
1000.0, 995.0, 892.0
1000.0, 995.11, 926.0
1000.0, 994.08, 829.0
1000.0, 993.56, 859.0
1000.0, 995.93, 930.0
996.0, 989.67, 843.0
1000.0, 992.265, 830.0
1000.0, 993.415, 919.0
1000.0, 996.745, 931.0
1000.0, 994.505, 845.0
1000.0, 993.76, 844.0
1000.0, 993.54, 901.0
1000.0, 991.48, 845.0
1000.0, 991.78, 859.0
1000.0, 993.28, 860.0
996.0, 988.74, 738.0
1000.0, 995.87, 926.0
1000.0, 995.195, 768.0
1000.0, 989.9, 825.0
1000.0, 993.65, 865.0
1000.0, 994.435, 863.0
1000.0, 993.775, 862.0
1000.0, 996.79, 911.0
1000.0, 994.515, 840.0
1000.0, 994.86, 815.0
996.0, 992.005, 947.0
1000.0, 993.795, 862.0
1000.0, 993.56, 934.0
1000.0, 995.33, 909.0
