Best Fitness, Average Fitness, Worst Fitness
250.0, 133.815, 43.0
252.0, 136.425, 30.0
284.0, 134.615, 25.0
247.0, 128.175, 26.0
235.0, 119.53, 33.0
287.0, 132.575, 44.0
244.0, 119.765, 40.0
250.0, 119.81, 26.0
255.0, 131.675, 42.0
300.0, 136.45, 36.0
272.0, 127.835, 31.0
309.0, 140.355, 47.0
364.0, 138.45, 52.0
331.0, 134.1, 28.0
290.0, 138.21, 37.0
271.0, 138.99, 42.0
297.0, 145.41, 37.0
337.0, 148.315, 37.0
294.0, 146.39, 37.0
304.0, 142.39, 36.0
272.0, 139.53, 53.0
359.0, 137.69, 39.0
255.0, 140.6, 33.0
329.0, 137.175, 41.0
371.0, 144.99, 48.0
298.0, 150.24, 26.0
292.0, 142.445, 35.0
367.0, 154.91, 47.0
291.0, 153.59, 40.0
369.0, 153.215, 39.0
333.0, 153.495, 50.0
287.0, 141.265, 41.0
295.0, 141.32, 36.0
311.0, 148.495, 29.0
285.0, 150.135, 37.0
305.0, 146.805, 42.0
277.0, 141.075, 36.0
272.0, 146.925, 40.0
282.0, 161.305, 50.0
298.0, 157.255, 31.0
402.0, 151.005, 29.0
398.0, 154.005, 33.0
365.0, 165.485, 44.0
328.0, 156.515, 47.0
375.0, 154.825, 45.0
397.0, 152.225, 32.0
391.0, 142.195, 44.0
383.0, 139.92, 39.0
246.0, 138.275, 36.0
259.0, 137.82, 48.0
281.0, 143.425, 41.0
266.0, 143.545, 40.0
283.0, 145.775, 33.0
308.0, 146.555, 44.0
325.0, 157.64, 41.0
297.0, 156.05, 57.0
368.0, 149.51, 42.0
294.0, 150.525, 41.0
348.0, 140.985, 39.0
435.0, 139.845, 41.0
350.0, 133.965, 50.0
283.0, 137.735, 21.0
351.0, 140.135, 28.0
293.0, 149.515, 33.0
369.0, 145.53, 30.0
288.0, 148.79, 18.0
277.0, 145.01, 56.0
307.0, 138.365, 44.0
425.0, 138.76, 31.0
332.0, 136.595, 45.0
318.0, 137.17, 33.0
284.0, 139.565, 32.0
260.0, 139.915, 35.0
283.0, 139.075, 43.0
354.0, 149.4, 26.0
316.0, 153.235, 26.0
333.0, 139.1, 40.0
317.0, 136.025, 42.0
360.0, 131.93, 43.0
264.0, 132.81, 32.0
336.0, 127.465, 35.0
343.0, 127.96, 42.0
262.0, 133.91, 45.0
266.0, 139.205, 33.0
352.0, 146.59, 21.0
352.0, 149.405, 12.0
281.0, 143.56, 26.0
271.0, 150.465, 41.0
257.0, 144.59, 48.0
271.0, 143.335, 25.0
270.0, 140.63, 30.0
332.0, 137.055, 46.0
258.0, 126.875, 45.0
315.0, 132.465, 25.0
381.0, 143.38, 35.0
296.0, 149.66, 50.0
351.0, 156.65, 34.0
320.0, 162.29, 36.0
333.0, 161.11, 47.0
311.0, 159.33, 34.0
292.0, 148.5, 52.0
292.0, 155.33, 41.0
315.0, 153.4, 45.0
307.0, 152.81, 25.0
289.0, 144.27, 44.0
352.0, 141.525, 45.0
349.0, 142.19, 40.0
262.0, 133.695, 28.0
334.0, 141.935, 34.0
396.0, 148.44, 53.0
350.0, 144.24, 34.0
306.0, 138.105, 44.0
364.0, 143.245, 39.0
363.0, 140.095, 26.0
265.0, 143.575, 30.0
313.0, 148.185, 40.0
286.0, 154.585, 44.0
304.0, 144.495, 47.0
286.0, 143.595, 48.0
381.0, 134.83, 47.0
289.0, 138.29, 50.0
259.0, 130.265, 30.0
260.0, 129.77, 30.0
274.0, 124.635, 35.0
383.0, 135.99, 33.0
307.0, 140.61, 33.0
262.0, 133.645, 23.0
263.0, 133.375, 41.0
288.0, 135.47, 38.0
299.0, 133.355, 29.0
252.0, 137.94, 25.0
292.0, 145.19, 39.0
324.0, 147.485, 29.0
312.0, 152.005, 27.0
292.0, 147.045, 32.0
333.0, 151.775, 55.0
384.0, 156.98, 30.0
296.0, 161.33, 36.0
368.0, 163.815, 36.0
315.0, 162.28, 29.0
335.0, 155.425, 37.0
344.0, 164.375, 42.0
393.0, 176.82, 42.0
430.0, 174.825, 42.0
349.0, 169.235, 44.0
384.0, 175.83, 57.0
495.0, 176.44, 60.0
417.0, 179.685, 70.0
397.0, 173.72, 28.0
321.0, 163.095, 51.0
317.0, 156.255, 57.0
288.0, 156.81, 57.0
364.0, 158.705, 25.0
332.0, 158.755, 55.0
308.0, 158.52, 52.0
399.0, 159.54, 35.0
315.0, 163.865, 38.0
333.0, 168.33, 49.0
372.0, 164.115, 40.0
357.0, 165.37, 53.0
312.0, 170.91, 29.0
315.0, 167.57, 25.0
367.0, 169.54, 54.0
418.0, 171.905, 34.0
355.0, 172.72, 59.0
